"missing_points","mean","max","min","Estimator","diff","par"
2,0.631634805635951,0.638020266076388,0.623639343624605,"LSE",0.0143809224517829,"beta"
3,0.630936896607581,0.640369778982639,0.622361311662746,"LSE",0.018008467319893,"beta"
4,0.630903152182023,0.643416576429147,0.616475594480465,"LSE",0.026940981948682,"beta"
5,0.631421239642204,0.643561310389022,0.620200026379024,"LSE",0.0233612840099979,"beta"
6,0.631481608422806,0.645549716089348,0.617868894985265,"LSE",0.027680821104083,"beta"
7,0.631465439242745,0.654234875734177,0.618748374629333,"LSE",0.0354865011048441,"beta"
8,0.631360237724001,0.644257698831358,0.615237687687111,"LSE",0.029020011144247,"beta"
9,0.631230746497512,0.646290798516702,0.61539372391957,"LSE",0.030897074597132,"beta"
10,0.631001036716438,0.650132980350895,0.610194725785429,"LSE",0.039938254565466,"beta"
11,0.629147871086424,0.649877130497187,0.607354571035769,"LSE",0.042522559461418,"beta"
12,0.629948741173952,0.646117527927533,0.611259683917091,"LSE",0.034857844010442,"beta"
13,0.630373768546506,0.649510397360156,0.614657674407981,"LSE",0.034852722952175,"beta"
14,0.631091109105622,0.652375424590074,0.615791689051256,"LSE",0.036583735538818,"beta"
15,0.630727590251753,0.658554599287404,0.610407767877717,"LSE",0.048146831409687,"beta"
16,0.631946264910833,0.651653609244032,0.612069599096631,"LSE",0.0395840101474011,"beta"
17,0.632253146199481,0.664661671039033,0.604049543967398,"LSE",0.060612127071635,"beta"
18,0.632303289455003,0.657809301965934,0.607596806313042,"LSE",0.050212495652892,"beta"
19,0.630232815127792,0.661435710545122,0.606075769769998,"LSE",0.055359940775124,"beta"
20,0.628853294690585,0.668140218745083,0.604694040790659,"LSE",0.063446177954424,"beta"
21,0.633228458083939,0.663920797129578,0.615111114276688,"LSE",0.04880968285289,"beta"
22,0.629341982538158,0.658260584109859,0.605012430839187,"LSE",0.053248153270672,"beta"
