"est","label","ending.day","ending.date","parameter"
0.53842938092486,"MLE",363,2021-01-28,"gamma"
0.545769453654664,"MLE",364,2021-01-29,"gamma"
0.546590028187318,"MLE",365,2021-01-30,"gamma"
0.545177109790942,"MLE",366,2021-01-31,"gamma"
0.52894313175675,"MLE",367,2021-02-01,"gamma"
0.54361492409607,"MLE",368,2021-02-02,"gamma"
0.545266856696564,"MLE",369,2021-02-03,"gamma"
0.539656828993331,"MLE",370,2021-02-04,"gamma"
0.546709390603073,"MLE",371,2021-02-05,"gamma"
0.545956172923783,"MLE",372,2021-02-06,"gamma"
0.539171522386839,"MLE",373,2021-02-07,"gamma"
0.544669670434138,"MLE",374,2021-02-08,"gamma"
0.52998614742681,"MLE",375,2021-02-09,"gamma"
0.542005364623264,"MLE",376,2021-02-10,"gamma"
0.531003403336128,"MLE",377,2021-02-11,"gamma"
0.543235026240589,"MLE",378,2021-02-12,"gamma"
0.54049509280562,"MLE",379,2021-02-13,"gamma"
0.543686905825958,"MLE",380,2021-02-14,"gamma"
0.543228933090822,"MLE",381,2021-02-15,"gamma"
0.543188931750632,"MLE",382,2021-02-16,"gamma"
0.541321889805533,"MLE",383,2021-02-17,"gamma"
0.533888609095378,"MLE",384,2021-02-18,"gamma"
0.5332696097618,"MLE",385,2021-02-19,"gamma"
0.516500742684952,"MLE",386,2021-02-20,"gamma"
0.530627586339515,"MLE",387,2021-02-21,"gamma"
0.534588152956054,"MLE",388,2021-02-22,"gamma"
0.541898024862079,"MLE",389,2021-02-23,"gamma"
0.535559400642538,"MLE",390,2021-02-24,"gamma"
0.518722008478811,"MLE",391,2021-02-25,"gamma"
0.517697026806727,"MLE",392,2021-02-26,"gamma"
0.522522101202316,"MLE",393,2021-02-27,"gamma"
0.504427978739277,"MLE",394,2021-02-28,"gamma"
0.51897653355775,"MLE",395,2021-03-01,"gamma"
0.516306917599414,"MLE",396,2021-03-02,"gamma"
0.513263385958555,"MLE",397,2021-03-03,"gamma"
0.519966052760941,"MLE",398,2021-03-04,"gamma"
0.516933386136268,"MLE",399,2021-03-05,"gamma"
0.504960130052652,"MLE",400,2021-03-06,"gamma"
0.511098304451475,"MLE",401,2021-03-07,"gamma"
0.502008944454172,"MLE",402,2021-03-08,"gamma"
0.506561619012813,"MLE",403,2021-03-09,"gamma"
0.504310957382872,"MLE",404,2021-03-10,"gamma"
0.5006845,"MLE",405,2021-03-11,"gamma"
0.148695862468061,"LSE",336,2021-01-01,"beta"
0.243695862468061,"LSE",337,2021-01-02,"beta"
0.348263229810244,"LSE",338,2021-01-03,"beta"
